# Version 1.00
#
freq[Hz];Trc1_S21[dB];
1.407601929131501E+009;-1.716182700149355E+000;
1.461356635527369E+009;-1.752737911059285E+000;
1.517164172627645E+009;-1.785589187011928E+000;
1.575102935687062E+009;-1.817465289567940E+000;
1.635254313785392E+009;-1.856868633964578E+000;
1.697702804158197E+009;-1.888760117270984E+000;
1.762536130893741E+009;-1.931346147710068E+000;
1.829845368162803E+009;-1.980411308053058E+000;
1.899725068154491E+009;-2.006917249960983E+000;
1.972273393897780E+009;-2.042872679025569E+000;
2.047592257155356E+009;-2.086068172618030E+000;
2.125787461583465E+009;-2.126865526904193E+000;
2.206968851358869E+009;-2.171449023830666E+000;
2.291250465481706E+009;-2.211220022510847E+000;
2.378750697970985E+009;-2.237131990515705E+000;
2.469592464177779E+009;-2.283245831099909E+000;
2.563903373449715E+009;-2.336783209720616E+000;
2.661815908389335E+009;-2.388320776597996E+000;
2.763467610958116E+009;-2.423171074496434E+000;
2.869001275687604E+009;-2.488108442541520E+000;
2.978565150269043E+009;-2.525848252781566E+000;
3.092313143803313E+009;-2.585808731492927E+000;
3.210405043003673E+009;-2.624192004658690E+000;
3.333006736655056E+009;-2.683213945272860E+000;
3.460290448645197E+009;-2.728583157200649E+000;
3.592434979894962E+009;-2.766563222805896E+000;
3.729625959527711E+009;-2.807773170939318E+000;
3.872056105630537E+009;-2.882153310556282E+000;
4.019925495973672E+009;-2.936715261030053E+000;
4.173441849068368E+009;-2.994309082245936E+000;
4.332820815958047E+009;-3.054776672026594E+000;
4.498286283152621E+009;-3.110971900003322E+000;
4.670070687131537E+009;-3.172573001109621E+000;
4.848415340857322E+009;-3.244285919953870E+000;
5.033570772758309E+009;-3.297964285364460E+000;
5.225797078656734E+009;-3.372670811218466E+000;
5.425364287136548E+009;-3.446536051751965E+000;
5.632552738864227E+009;-3.503779927245180E+000;
5.847653480395394E+009;-3.561148123263475E+000;
6.070968673020469E+009;-3.646297881643864E+000;
6.302812017223670E+009;-3.722702628309868E+000;
6.543509193351618E+009;-3.808448694230722E+000;
6.793398319110564E+009;-3.884986341005939E+000;
7.052830424534919E+009;-3.977009849352525E+000;
7.322169945094285E+009;-4.073483147488552E+000;
7.601795233631680E+009;-4.132443691500670E+000;
7.892099091852097E+009;-4.252189844855141E+000;
8.193489322108005E+009;-4.366566927224315E+000;
8.506389300256902E+009;-4.464539573633024E+000;
8.831238570395649E+009;-4.504572291284757E+000;
9.168493462307018E+009;-4.550322295365711E+000;
9.518627732485830E+009;-4.634426825701249E+000;
9.882133229645132E+009;-4.707657311444486E+000;
1.025952058563731E+010;-4.804621199187160E+000;
1.065131993276066E+010;-4.919710400303228E+000;
1.105808164845913E+010;-5.051365801623135E+000;
1.148037712846121E+010;-5.215554466866223E+000;
1.191879958944423E+010;-5.329797023948784E+000;
1.237396490235132E+010;-5.412968437501492E+000;
1.284651245753197E+010;-5.590049769863844E+000;
1.333710606292122E+010;-5.633905222584901E+000;
1.384643487651927E+010;-5.707941614131183E+000;
1.437521437448148E+010;-5.758727035694655E+000;
1.492418735617858E+010;-5.876833599307463E+000;
1.549412498763898E+010;-6.016531712370556E+000;
1.608582788483898E+010;-6.096327996454388E+000;
1.670012723836252E+010;-6.251720445703840E+000;
1.733788598101053E+010;-6.474710301328030E+000;
1.800000000000000E+010;-6.527467186026568E+000;
